,5 Sensors,5 Sensors,5 Sensors,10 Sensors,10 Sensors,10 Sensors,15 Sensors,15 Sensors,15 Sensors
,precision,recall,f1-score,precision,recall,f1-score,precision,recall,f1-score
label,,,,,,,,,
0,0.7911907152214346,0.6287516174101505,0.6680709926022046,0.7913152479445958,0.6250387251829341,0.6658467947243057,0.7911760288203786,0.6271562902851142,0.6670068403341071
1,0.25921958713070004,0.2893401561985003,0.2360160185863639,0.2589571226608918,0.2917372377957617,0.2369010146136829,0.2591168540979391,0.29037406003536526,0.23630967903900124
accuracy,0.5740579875577878,0.5740579875577878,0.5740579875577878,0.5720358427030421,0.5720358427030421,0.5720358427030421,0.573029507448205,0.573029507448205,0.573029507448205
log_loss,0.688677967175442,,,0.6885834517134135,,,0.6885942775219844,,
macro avg,0.5252051511760673,0.4590458868043254,0.45204350559428425,0.5251361853027438,0.4583879814893479,0.4513739046689944,0.5251464414591589,0.45876517516023974,0.4516582596865542
roc_auc,0.5362803131150096,,,0.5361477426778753,,,0.5359789318664832,,
weighted avg,0.8133035454024005,0.5740579875577878,0.6563060961603469,0.813191201056596,0.5720358427030421,0.6548306454988019,0.8132279478322963,0.573029507448205,0.6555167540026514
