,5 Sensors,5 Sensors,5 Sensors,10 Sensors,10 Sensors,10 Sensors,15 Sensors,15 Sensors,15 Sensors
,precision,recall,f1-score,precision,recall,f1-score,precision,recall,f1-score
label,,,,,,,,,
0,0.7903630069494936,0.6462321791871588,0.6784220297113148,0.7907908195217385,0.6384378260928448,0.6738491767558724,0.7906879060615095,0.6356829359964332,0.6720053847909333
1,0.2602087106946334,0.2774686286954736,0.2315749530839227,0.25978038587434993,0.28267607030688424,0.23367359208465463,0.25957905966732064,0.2842720062643492,0.23399338334392217
accuracy,0.5837908795160094,0.5837908795160094,0.5837908795160094,0.579500028537184,0.579500028537184,0.579500028537184,0.577588607956167,0.577588607956167,0.577588607956167
log_loss,0.6887267491091352,,,0.6886675849406362,,,0.6887102564056413,,
macro avg,0.5252858588220635,0.46185040394131627,0.4549984913976187,0.5252856026980443,0.4605569481998645,0.45376138442026354,0.5251334828644151,0.4599774711303912,0.4529993840674277
roc_auc,0.5364692794826141,,,0.5363547210598284,,,0.536231915808083,,
weighted avg,0.813556668167222,0.5837908795160094,0.6632488713802546,0.813495797424929,0.579500028537184,0.660253896185376,0.8133159476769162,0.577588607956167,0.6587767150850741
